name,rank,overallScore,teachingScore,internationalOutlook,industryIncome,research,citations,textBelow
University of Hull ,301-350,,14.5,66.2,28.1,16.7,40.2,"Poets' Corner at Westminster Abbey has its counterpart in Hull's Brynmor Jones Library, where at different times Andrew Motion and Philip Larkin composed, and where the latter was head librarian for 30 years. Founded in 1927 as a university college, it has enjoyed university status since 1954 and now employs 1,000 faculty who teach around 22,300 students."
University of Ferrara ,301-350,,15.8,37.1,34.3,14.1,59.3,"One of Europe's oldest universities, dating from 1391, Ferrara inhabits a World Heritage-listed walled city. Its most famous graduate, Nicolaus Copernicus - invested as a Doctor of Canon Law - put the Sun and the Earth in their rightful places. Religious firebrand Savonarola eschewed the Theology Faculty, taking an arts degree instead. Ferrara is home to eight faculties, 600 staff and some 20,800 students."
Jagiellonian University ,301-350,,25.1,39.5,25.8,16.0,43.1,"With Nicolaus Copernicus and Pope John Paul II among its alumni, UJ began life in 1364 and was renamed in 1817 to mark Poland's ""Golden Age"" dynasty. Its three campuses house 15 faculties, including three in the Collegium Medicum. It has around 6,800 academic staff overseeing more than 46,500 students."
Keele University ,301-350,,18.0,62.6,28.1,18.1,39.8,"Built on 617 acres of English parkland surrounding the 19th-century landmark Keele Hall, the institution began life in 1949 and achieved full university status in 1962. Today, some 560 full-time academic staff oversee around 9,000 students across three faculties: health; humanities and social sciences; and natural sciences. Each faculty is split into a school and a research institute."
Keio University ,301-350,,32.3,18.3,40.0,21.9,26.1,"Keio University is Japan's first modern institution of higher learning. Founded in 1858 by Yukichi Fukuzawa, a highly respected educator and intellectual, it has established itself over the last century and a half as a leader in Japan through its continued commitment to education, research and medicine. It currently has 10 undergraduate faculties, 14 graduate schools and as many as 30 research centers on campuses across the greater Tokyo area.,With graduates including 3 former Prime Ministers of Japan, over 200 CEOs of major Japanese companies and around 100 CEOs of global companies, Keio has one of the most infl uential alumni networks of any Japanese university. An education at Keio will provide many outstanding career opportunities. ,One of the fi rst Japanese universities to accept international students in 1881, Keio has always emphasized an international perspective. The university presently boasts over 250 partnerships with universities and organizations in more than 40 countries.,International students can choose from a broad range of programs, including the full-time Japanese Language Program, the Keio International Program (for students from partner universities), an increasing number of Degree Programs delivered in English, and a range of Double Degree Programs with prestigious institutions abroad. In addition, international students with advanced Japanese skills can pursue degrees through courses delivered in Japanese at Keio faculties and graduate schools.,Studying at Keio will give you access to one of the most vibrant and exciting capitals in the world, where cutting-edge technologies and latest trends jostle with the traditions and customs of Japanese life."
Kent State University ,301-350,,15.9,26.9,24.6,13.9,58.3,"Kent State was 60 years old when four students were shot during a Vietnam War protest on 4 May 1970. Forty years on, its international reputation is based on its achievements as an eight-campus public research university. There, around 38,400 students are offered 200 majors and minors by some 2,300 scholars in 10 colleges."
University of Houston ,301-350,,36.5,27.7,31.2,23.6,23.6,"Said to be the second most ethnically diverse US university and home to 37,000 students, more than 7,100 degrees a year are conferred here. Twelve academic colleges offer 320 degree programmes. Research topics include superconductors, space commercialisation and petroleum exploration."
Lehigh University ,301-350,,20.2,26.5,38.6,18.1,44.9,"Businessman Asa Packer donated $500,000 and 56 acres for the founding of Lehigh in 1865. Today, the private university has more than 1,600 acres, including 180 for its dedicated sports fields. Some 7,000 students are taught by a faculty of around 650 scholars in four colleges: arts and sciences; business and economics; engineering and applied science; and education."
Linköping University ,301-350,,19.6,48.6,31.8,18.9,42.8,"With its roots in the 1960s, LiU gained full university status in 1975. With two campuses in the medieval cathedral city of Linköping, and another in its twin of Norrköping, LiU has some 27,000 students and a staff of 3,900 in four faculties: Arts and Science; Educational Sciences; Science and Engineering; and Health Sciences."
University of Manitoba ,301-350,,29.5,40.2,40.7,31.7,27.7,"In 1974, scholars from Manitoba spawned a multibillion-pound industry by discovering the first edible canola plant. Today, with around 26,800 students enrolled in 250 programmes spanning 20 faculties, Manitoba - producer of more Rhodes scholars than any other university in Western Canada - places great emphasis on medical research, especially in the spheres of cardiology, cancer and infectious diseases."
