name,rank,overallScore,teachingScore,internationalOutlook,industryIncome,research,citations,textBelow
University of Innsbruck ,201-225,,36.6,88.7,38.2,17.9,71.6,"A university sans campus, Innsbruck is spread across the Alpine-gateway city. Before 2005, it had just six faculties, but is much more extensive today: it now employs 4,500 staff and faculty members, and has more than 27,500 students in 16 faculties. A fully formed university since 1669, its parent institution, the Innsbruck Academic Gymnasium, was financed by Tyrolean salt-mine revenues."
University of Gothenburg ,201-225,,28.3,48.4,38.6,41.9,63.8,"A full university since 1954, this institution, host to around 25,000 full-time students and some 4,700 full-time staff, has outgrown its base in recent years, with the School of Economics, the Academy of Music, Drama and Opera and the Faculty of Education moving to the city centre. Its Social Sciences Faculty offers a peace and development studies elective."
Lomonosov Moscow State University ,201-225,,63.5,50.3,70.1,48.1,19.7,"Work on developing 462 acres on the Lenin Hills as a new home for MSU, founded as the Imperial Moscow University in 1755, began in the 1940s, when it was also renamed after the 18th-century polymath Mikhail Lomonosov. It has more than 1,000 buildings accommodating 40,000 students, 6,000 academic staff and 5,000 researchers."
Universität Konstanz ,201-225,,32.6,58.5,51.9,35.6,64.5,"With fewer than 10,000 students, this ""boutique"" university boasts a library with more than 2 million books, which is open around the clock. The university, which left its former Dominican monastery home for the Gleissberg campus in 1972, offers more than 100 degree courses in three faculties: sciences; humanities and law; and economics and politics."
University of Science and Technology of China ,201-225,,39.2,22.0,50.1,27.7,72.7,
Johannes Gutenberg-Universität Mainz,201-225,,33.5,57.0,,18.4,85.2,"With more than 36,000 students from about 130 nations, Johannes Gutenberg is one of Germany's largest research universities. Around 4,200 academics, including 540 professors, teach and conduct research across more than 150 departments, institutes and clinics."
Middle East Technical University ,201-225,,50.8,28.0,50.6,46.0,44.6,"Although its 11,120 acre-campus is just 12 miles from the centre of the Turkish capital, the language of instruction for METU's 23,000 students is English. Its academic staff of some 2,000 scholars teach in five faculties and five graduate schools. A further 1,500 students attend its campus at Guzelyurt (Morphou) in Northern Cyprus."
University of Oslo ,201-225,,33.5,59.0,31.4,39.8,62.3,"Two centuries have passed since Oslo's inauguration, one since alumnus Fridtjof Nansen gained fame for his Arctic expeditions. Nansen received 1922's Nobel Peace Prize within sight of the institution's Faculty of Law and is one of five Nobel laureates associated with the university. Today's student body, numbering 32,000, is served by 4,600 staff. The Faculty of Humanities incorporates the Centre for Ibsen Studies."
Nagoya University ,201-225,,44.2,25.3,35.5,39.2,53.3,"With three campuses, the main one being Higashiyama, around Japan's fourth-largest city, the university caters for more than 16,000 students grouped into nine schools for undergraduates and 13 for graduates, plus three research institutes. It was founded in 1947, although it has roots in a medical school established in the 1870s."
Northeastern University ,201-225,,40.1,41.0,33.8,21.2,76.4,"Northeastern is a private research institution based in the heart of Boston. It engages in experiential learning, urban engagement and interdisciplinary research that all aim to meet global and societal needs. It has more than 203,000 alumni worldwide."
Pompeu Fabra University ,201-225,,27.3,49.9,34.2,23.2,77.5,"Among UPF's four research institutes is one for applied linguistics, as befits a university named after the man who standardised the modern Catalan language. Founded in 1990, the institution continues to expand, incorporating historic buildings with the new on its three campuses. There, some 7,000 students follow a spectrum of academic disciplines."
"St George's, University of London",201-225,,20.0,57.9,44.1,22.6,89.7,"St George's is the UK's only independent medical and healthcare higher education institution. It benefits from strong links with the healthcare profession, including a shared site with St George's Healthcare NHS Trust in Tooting, South London. It is dedicated to the education and training of doctors, nurses, midwives, physician assistants, paramedics, physiotherapists, radiographers, social workers, healthcare and biomedical scientists. It attracts around 6,000 students, some of whom are taught in conjunction with Kingston University."
